en,ru,url
"The music rang out in the garden
With such inexpressible grief.
Oysters in ice on the plate
Smelled fresh and sharp, of the sea.
He told me: «I am your true friend!»
And he touched my dress.
How unlike a caress,
The touch of those hands.
As one might stroke a cat or bird,
Or watch slender equestriennes ride...
Under the light gold lashes
There is only laughter in his tranquil eyes.
And the voices of mournful violins
Sing through the drifting smoke:
«Praise heaven above — for the first time
You're alone with the man you love.»","Звенела музыка в саду
Таким невыразимым горем.
Свежо и остро пахли морем
На блюде устрицы во льду.
Он мне сказал: «Я верный друг!»
И моего коснулся платья.
Так не похожи на объятья
Прикосновенья этих рук.
Так гладят кошек или птиц,
Так на наездниц смотрят стройных...
Лишь смех в глазах его спокойных
Под легким золотом ресниц.
А скорбных скрипок голоса
Поют за стелющимся дымом:
«Благослови же небеса —
Ты в первый раз одна с любимым».",https://ruverses.com/anna-akhmatova/in-the-evening/2267/
"With sadness words cannot describe,
Out in the garden, music played.
The frozen oysters on the plate
Smelled pungently of sea and brine.
He gently touched my evening dress
And said: “I am a loyal friend!” —
And yet, the contact of his hand
Felt nothing like a true caress.
Thus one might pet a cat, a bird,
Or watch a slender circus rider…
Beneath his golden lashes, hiding
Amusement, happiness and mirth.
And as the smoke diffuses idly,
The doleful fiddles sing above it:
“O, thank the Heavens — finally
First time alone with your beloved.”","Звенела музыка в саду
Таким невыразимым горем.
Свежо и остро пахли морем
На блюде устрицы во льду.
Он мне сказал: «Я верный друг!»
И моего коснулся платья.
Так не похожи на объятья
Прикосновенья этих рук.
Так гладят кошек или птиц,
Так на наездниц смотрят стройных...
Лишь смех в глазах его спокойных
Под легким золотом ресниц.
А скорбных скрипок голоса
Поют за стелющимся дымом:
«Благослови же небеса —
Ты в первый раз одна с любимым».",https://ruverses.com/anna-akhmatova/in-the-evening/4824/
"In garden rang out music’s sound,
Untellable its grieving motion.
The fresh astringent waft of ocean
On icy plate of oysters found.
He said to me: “I’m lasting friend!”
And gingerly his hand touched skirt’s edge.
It’s not the same as hugging forage —
These hands, so tentative in trend.
It’s how you stroke a cat or bird,
Or ladies slim on horseback looked on…
His laughing eyes so languid hooked on
Me, lashes gold and fair bestirred.
And mournful, scraping violin’s voice
Accompanies the smoke drift’s smother:
“To heaven thanks give and rejoice —
For first occasion with your lover”.","Звенела музыка в саду
Таким невыразимым горем.
Свежо и остро пахли морем
На блюде устрицы во льду.
Он мне сказал: «Я верный друг!»
И моего коснулся платья.
Так не похожи на объятья
Прикосновенья этих рук.
Так гладят кошек или птиц,
Так на наездниц смотрят стройных...
Лишь смех в глазах его спокойных
Под легким золотом ресниц.
А скорбных скрипок голоса
Поют за стелющимся дымом:
«Благослови же небеса —
Ты в первый раз одна с любимым».",https://ruverses.com/anna-akhmatova/in-the-evening/8132/
"Outside, the music is steeped
In such ineffable sadness.
The ice-packed oysters on the dish
Have the sharp, fresh tang of sea.
He said to me: ""I really am
A true friend!"" — and he touched my dress.
How unlike a caress it was,
The touch of those hands.
This is how cats or birds are stroked,
How you gaze at a shapely equestrienne...
His calm eyes have nothing but laughter in them,
Under pale lashes of gold.
And the sorrowing violins, behind
a veil of smoke, intone —
""Thank the stars — For the first time,
You and your beloved are alone.""","Звенела музыка в саду
Таким невыразимым горем.
Свежо и остро пахли морем
На блюде устрицы во льду.
Он мне сказал: «Я верный друг!»
И моего коснулся платья.
Так не похожи на объятья
Прикосновенья этих рук.
Так гладят кошек или птиц,
Так на наездниц смотрят стройных...
Лишь смех в глазах его спокойных
Под легким золотом ресниц.
А скорбных скрипок голоса
Поют за стелющимся дымом:
«Благослови же небеса —
Ты в первый раз одна с любимым».",https://ruverses.com/anna-akhmatova/in-the-evening/3818/
"On the terrace, violins played
the most heartbreaking songs.
A sharp, fresh smell of the sea
came from oysters on a dish of ice.
He said: ,
touching my dress.
How far from a caress,
the touch of that hand!
The way you stroke a cat, a bird,
the look you give a shapely bareback rider.
In his calm eyes, only laughter
under the light-gold lashes.
And the violins mourn on
behind drifting smoke:
Thank your stars, you’re at last alone
with the man you love.","Звенела музыка в саду
Таким невыразимым горем.
Свежо и остро пахли морем
На блюде устрицы во льду.
Он мне сказал: «Я верный друг!»
И моего коснулся платья.
Так не похожи на объятья
Прикосновенья этих рук.
Так гладят кошек или птиц,
Так на наездниц смотрят стройных...
Лишь смех в глазах его спокойных
Под легким золотом ресниц.
А скорбных скрипок голоса
Поют за стелющимся дымом:
«Благослови же небеса —
Ты в первый раз одна с любимым».",https://ruverses.com/anna-akhmatova/in-the-evening/9248/
"Ever since St. Agrafena’s day,
He has kept my crimson shawl.
He gloats like King David, enthralled.
His frosty cell has walls of gray,
And no one talks to him at all.
I’ll go to his door and stand in his way,
“Return my shawl to me!” I’ll say.","Со дня Купальницы-Аграфены
Малиновый платок хранит.
Молчит, а ликует, как царь Давид.
В морозной келье белы стены,
И с ним никто не говорит.
Приду и стану на порог,
Скажу: «Отдай мне мой платок!»",https://ruverses.com/anna-akhmatova/ever-since-st-agrafena-s-day/
"The two of us won't share a glass together
Be it of water or of sweet red wine;
We won't be kissing, in the morning either
Nor, late at night, enjoy an evening shine...
You breathe the sun, I breathe the moon; however
We are united by one love forever.
I always have with me my true soul mate,
You have with you your ever-merry girlfriend;
Yet I'm acquainted with your eye's dismay
As you's the reason of my lifelong ailment.
The length of our dates won't be increased,
That's how, it's doomed, to honor our peace.
Yet, it's my breath that flows in your rhymes
While in my rhymes your voice is singing clear;
Oh' neither oblivion, nor fear
Will ever dare to touch this kind of flame.
I wish you knew how I am longing now
To feel your dry and rosy lips somehow.","Не будем пить из одного стакана
Ни воду мы, ни сладкое вино,
Не поцелуемся мы утром рано,
А ввечеру не поглядим в окно.
Ты дышишь солнцем, я дышу луною,
Но живы мы любовию одною.
Со мной всегда мой верный, нежный друг,
С тобой твоя веселая подруга.
Но мне понятен серых глаз испуг,
И ты виновник моего недуга.
Коротких мы не учащаем встреч.
Так наш покой нам суждено беречь.
Лишь голос твой поет в моих стихах,
В твоих стихах мое дыханье веет.
О, есть костер, которого не смеет
Коснуться ни забвение, ни страх.
И если б знал ты, как сейчас мне любы
Твои сухие, розовые губы!",https://ruverses.com/anna-akhmatova/we-shall-not-sip-from-the-same-glass/3121/
"We shall not sip from the same glass,
No water for us, or sweet wine;
We’ll not embrace at morning,
Not gaze from the same sill at night;
You breathe the sun, I the moon,
Yet the one love keeps us alive.
Always with me, tender, true friend,
And your smiling friend’s with you.
But I know the pain in your grey eyes,
And my sickness is down to you, too.
In short, we mustn’t meet often,
To be certain of peace of mind.
Yet it’s your voice sings in my poems,
And in your poems my breath sighs,
O, beyond the reach of distance or fear,
There is a fire...
And if you knew how dear to me
Are those dry, pale lips of yours now.","Не будем пить из одного стакана
Ни воду мы, ни сладкое вино,
Не поцелуемся мы утром рано,
А ввечеру не поглядим в окно.
Ты дышишь солнцем, я дышу луною,
Но живы мы любовию одною.
Со мной всегда мой верный, нежный друг,
С тобой твоя веселая подруга.
Но мне понятен серых глаз испуг,
И ты виновник моего недуга.
Коротких мы не учащаем встреч.
Так наш покой нам суждено беречь.
Лишь голос твой поет в моих стихах,
В твоих стихах мое дыханье веет.
О, есть костер, которого не смеет
Коснуться ни забвение, ни страх.
И если б знал ты, как сейчас мне любы
Твои сухие, розовые губы!",https://ruverses.com/anna-akhmatova/we-shall-not-sip-from-the-same-glass/2117/
"We will not drink from the same cup —
Neither water nor sweet wine is ours,
We will not kiss as the sun goes up
Or gaze at the night, on the sill, for hours.
I breathe by the moon, you – by the sun,
But the love that keeps us alive is one.
My loyal friend is constantly with me,
Your merry girlfriend is with you, likewise,
But you’re the reason for my misery,
I recognize the fear in your grey eyes.
Our evanescent meetings have decreased.
Thus we are fated to preserve our peace.
But in my verse, your voice is singing clear,
And in your verse, my breath is always sighing,
O, there exists a fire that’s undying,
Beyond the reach of distances and fear.
And if you only knew just how transfixed
I am now by your dry and rosy lips!","Не будем пить из одного стакана
Ни воду мы, ни сладкое вино,
Не поцелуемся мы утром рано,
А ввечеру не поглядим в окно.
Ты дышишь солнцем, я дышу луною,
Но живы мы любовию одною.
Со мной всегда мой верный, нежный друг,
С тобой твоя веселая подруга.
Но мне понятен серых глаз испуг,
И ты виновник моего недуга.
Коротких мы не учащаем встреч.
Так наш покой нам суждено беречь.
Лишь голос твой поет в моих стихах,
В твоих стихах мое дыханье веет.
О, есть костер, которого не смеет
Коснуться ни забвение, ни страх.
И если б знал ты, как сейчас мне любы
Твои сухие, розовые губы!",https://ruverses.com/anna-akhmatova/we-shall-not-sip-from-the-same-glass/4833/
"The high vault is bluer
Than the sky’s solid blue...
Forgive me, happy boy,
The death I brought you —
For the roses from every place,
For your foolish words,
That your bold dark face
Pale with love, stirred.
I thought: your purpose —
To show an adult’s pride.
I thought it’s not possible:
Love, as one loves a bride.
I was wrong in every way.
When the weather grew icy,
Everywhere, and always,
You followed, impassively,
As if you wanted to show
I’d no love for you. Forgive!
Why did you take that vow
On the path to suffering?
And death held out its hand... oh,
Speak, why then, what for?
I didn’t know how frail your throat
Was under the blue collar.
Happy boy, my tormented
Owlet, oh, forgive me!
Today, I find it hard
To leave this sanctuary.","Высокие своды костела
Синей, чем небесная твердь...
Прости меня, мальчик веселый,
Что я принесла тебе смерть —
За розы с площадки круглой,
За глупые письма твои,
За то, что, дерзкий и смуглый,
Мутно бледнел от любви.
Я думала: ты нарочно —
Как взрослые хочешь быть.
Я думала: томно-порочных
Нельзя, как невест, любить.
Но все оказалось напрасно.
Когда пришли холода,
Следил ты уже бесстрастно
За мной везде и всегда.
Как будто копил приметы
Моей нелюбви. Прости!
Зачем ты принял обеты
Страдальческого пути?
И смерть к тебе руки простерла...
Скажи, что было потом?
Я не знала как хрупко горло
Под синим воротником.
Прости меня, мальчик веселый,
Совенок замученный мой!
Сегодня мне из костела
Так трудно уйти домой.",https://ruverses.com/anna-akhmatova/the-high-vault-is-bluer/2123/
"The garden's music ranged to me
With dole that's beyond expression.
The frozen oysters smelled with freshness
And sharpness of the northern sea.
He told me, ""I'm the best of friends!"",
And gently touched my gown's laces.
Oh, how differs from embraces
The easy touching of these hands.
Like that they pet a cat, a bird...
Or watch the girls that run the horses....
And just a quiet laughter poses
Under his lashes' easy gold.
And the distressing fiddles' voice
Sings me from haze that's low flowed,
""Thank holly heaven and rejoice —
You are first time with your beloved.""","Звенела музыка в саду
Таким невыразимым горем.
Свежо и остро пахли морем
На блюде устрицы во льду.
Он мне сказал: «Я верный друг!»
И моего коснулся платья.
Так не похожи на объятья
Прикосновенья этих рук.
Так гладят кошек или птиц,
Так на наездниц смотрят стройных...
Лишь смех в глазах его спокойных
Под легким золотом ресниц.
А скорбных скрипок голоса
Поют за стелющимся дымом:
«Благослови же небеса —
Ты в первый раз одна с любимым».",https://ruverses.com/anna-akhmatova/in-the-evening/8178/
"Her dry lips were tightly closed up.
Three thousand candles swayed.
Thus Princess Eudoxia lay atop
The scented, sapphire brocade.
A tearless mother, bowing down,
Prayed to her for her blind son,
And a voiceless hysteric thrashed about
Lapping for air on the run.
And he, who arrived from the south,
A hunchbacked old man with dark eyes,
Clenched the wall of the stairway, worn out,
Like the door into paradise.","Плотно сомкнуты губы сухие, 
Жарко пламя трех тысяч свечей. 
Так лежала княжна Евдокия 
На душистой сапфирной парче.
И, согнувшись, бесслезно молилась 
Ей о слепеньком мальчике мать, 
И кликуша без голоса билась, 
Воздух силясь губами поймать.
А пришедший из южного края 
Черноглазый, горбатый старик, 
Словно к двери небесного рая, 
К потемневшей ступеньке приник.",https://ruverses.com/anna-akhmatova/her-dry-lips-were-tightly-closed-up/
"You have come to comfort me, my dear,
The most gentle, the most kind and modest…
But bedridden, I can’t rise, I fear,
And the window’s covered with a lattice.
You assumed that I was long expired,
And you brought a meager little wreath.
O, how painfully I’m wounded with each smile,
Full of affection, playfulness, and grief.
Death is nothing to someone so ardent!
Stay a little, it will be enough,
I will pray to God until you’re pardoned —
You, and also, all of those you love.","Ты пришел меня утешить, милый,
Самый нежный, самый кроткий…
От подушки приподняться нету силы,
А на окнах частые решетки.
Мертвой, думал, ты меня застанешь,
И принес веночек неискусный.
Как улыбкой сердце больно ранишь,
Ласковый, насмешливый и грустный.
Что теперь мне смертное томленье!
Если ты еще со мной побудешь,
Я у бога вымолю прощенье
И тебе, и всем, кого ты любишь.",https://ruverses.com/anna-akhmatova/you-have-come-to-comfort-me-my-dear/
"Hi! Did you hear me rustle slightly
By your desk, just to the right?
You won’t finish what you’re writing —
I have come to you tonight.
Will you hurt me now by chance,
Like you did that time —
Saying that you don’t see hands,
These hands and eyes of mine.
Your room is bright — a cozy niche,
Don’t send me off disheartened,
Where beneath the stifling bridge
The dirty water hardens.","Здравствуй! Легкий шелест слышишь
Справа от стола?
Этих строчек не допишешь —
Я к тебе пришла.
Неужели ты обидишь
Так, как в прошлый раз,—
Говоришь, что рук не видишь,
Рук моих и глаз.
У тебя светло и просто.
Не гони меня туда,
Где под душным сводом моста
Стынет грязная вода.",https://ruverses.com/anna-akhmatova/hi-did-you-hear-me-rustle-slightly/
"Blue heaven, but the high
Catholic domes are more blue.
Forgive me, happy boy,
The death I brought you.
For the roses from the stall,
For the foolish letters you sent,
That your dark and impudent
Face grew pale.
I thought, a cadet’s pride
At becoming adult.
I thought, objects of the cult
Aren’t loved like brides.
But it happens to be real.
Into the freezing days,
Already listless, you follow me
Everywhere and always.
As though you wanted to see
Court-evidence
I didn’t love you. Forgive me!
Vowed yourself to martyrdom.
And death held out his hand to you…
But why? Why did ou take it?
I didn’t know how frail the naked
Throat under the high blue
Collar. Happy boy… tortured
Owlet… Forgive me.
I find it hard today
To leave the church.","Высокие своды костела
Синей, чем небесная твердь...
Прости меня, мальчик веселый,
Что я принесла тебе смерть —
За розы с площадки круглой,
За глупые письма твои,
За то, что, дерзкий и смуглый,
Мутно бледнел от любви.
Я думала: ты нарочно —
Как взрослые хочешь быть.
Я думала: томно-порочных
Нельзя, как невест, любить.
Но все оказалось напрасно.
Когда пришли холода,
Следил ты уже бесстрастно
За мной везде и всегда.
Как будто копил приметы
Моей нелюбви. Прости!
Зачем ты принял обеты
Страдальческого пути?
И смерть к тебе руки простерла...
Скажи, что было потом?
Я не знала как хрупко горло
Под синим воротником.
Прости меня, мальчик веселый,
Совенок замученный мой!
Сегодня мне из костела
Так трудно уйти домой.",https://ruverses.com/anna-akhmatova/the-high-vault-is-bluer/7979/
"You know, I languish here,
Captive — Lord, let it end! —
But still recall the pain of it,
Tver, that impoverished land.
The framework over the crumbling well,
Above, a cloud like foam on boiling water,
The gates creaking in the fields,
And the smell of bread — so bored.
And those featureless expanses
Where even the voice of the wind is faint,
And the disapproving glances
Of the women — placid, sunburnt peasants.","Ты знаешь, я томлюсь в неволе,
О смерти Господа моля.
Но все мне памятна до боли
Тверская скудная земля.
Журавль у ветхого колодца,
Над ним, как кипень, облака,
В полях скрипучие воротца,
И запах хлеба, и тоска.
И те неяркие просторы,
Где даже голос ветра слаб,
И осуждающие взоры
Спокойных загорелых баб.",https://ruverses.com/anna-akhmatova/you-know-i-lang-here/3828/
"My heart beats smoothly, steadily,
What are long years to me?
Under the Galernaya arch,
Our shadows, for eternity.
Through half-closed eyelids,
I see, I see that you’re with me,
And forever held in your hand
Is my unopened fan.
Because we stood together,
In that blessed miraculous moment,
The instant of the rose-red moon
Lifting over the Summer Garden —
I’ve no need to wait
At some hateful window,
Or grow weary with meeting —
My thirsty love is quenched.
You are free, and so am I,
Tomorrow will be better than yesterday —
Above the Neva’s dark waters,
Below the Emperor Peter’s
Cold smile.","Сердце бьётся ровно, мерно.
Что мне долгие года!
Ведь под аркой на Галерной
Наши тени навсегда.
Сквозь опущенные веки
Вижу, вижу, ты со мной,
И в руке твоей навеки
Нераскрытый веер мой.
Оттого, что стали рядом
Мы в блаженный миг чудес,
В миг, когда над Летним садом
Месяц розовый воскрес, —
Мне не надо ожиданий
У постылого окна
И томительных свиданий.
Вся любовь утолена.
Ты свободен, я свободна,
Завтра лучше, чем вчера, —
Над Невою темноводной,
Под улыбкою холодной
Императора Петра.",https://ruverses.com/anna-akhmatova/my-heart-beats-smoothly-steadily/
"You know, I’m languishing, locked up,
I pray the Lord to strike me down,
Yet, to the point of pain, non-stop,
I recollect Tver’s meager ground.
The crane on the decrepit well,
The clouds frothing overhead,
The creaking field gate and the smell
Of wheat, and sorrowful regret.
Those pale, colorless expanses,
Where even wind has lost its presence,
And those accusatory glances
Of calm and sunburnt women peasants.","Ты знаешь, я томлюсь в неволе,
О смерти Господа моля.
Но все мне памятна до боли
Тверская скудная земля.
Журавль у ветхого колодца,
Над ним, как кипень, облака,
В полях скрипучие воротца,
И запах хлеба, и тоска.
И те неяркие просторы,
Где даже голос ветра слаб,
И осуждающие взоры
Спокойных загорелых баб.",https://ruverses.com/anna-akhmatova/you-know-i-lang-here/4938/
"With you, I will not drink wine.
All because, you’re naughty and sly.
I know — it’s normal for your kind,
To kiss any girl beneath the night sky.
        But we have — quiet, peaceful skies
        By God’s grace.
        And there’s no command for bright eyes
        To be raised.","Я с тобой не стану пить вино,
Оттого, что ты мальчишка озорной.
Знаю я — у вас заведено
С кем попало целоваться под луной.
        ‎А у нас — тишь да гладь,
        ‎Божья благодать.
        ‎А у нас — светлых глаз
        ‎Нет приказу подымать.",https://ruverses.com/anna-akhmatova/with-you-i-will-not-drink-wine/
"The darkest days of the year
Must be lit up with splendor.
I can’t find the words to compare —
Your lips are so soft and gentle.
But don’t raise your eyes in defiance,
Protect my life, my dear.
They’re brighter than first violets,
But deadly to me, I fear.
I know, no words need be said,
Snow-covered branches are light…
The bird-catcher’s laid his net,
Onto the shoreline, wide.","Самые темные дни в году
Светлыми стать должны.
Я для сравнения слов не найду —
Так твои губы нежны.
Только глаза подымать не смей,
Жизнь мою храня.
Первых фиалок они светлей,
А смертельные для меня.
Вот, поняла, что не надо слов,
Оснеженные ветки легки…
Сети уже разостлал птицелов
На берегу реки.",https://ruverses.com/anna-akhmatova/december-9-1913/5004/
"I
St. Isaac’s Cathedral is clothed in
The robes of cast silver again.
The horse of Peter stands frozen,
Impatient, fierce and intent.
The harsh stifling wind will not cease,
Sweeping chimneys and hovering...
The new capital does not please
The sovereign.
II
The heart beats steadily, more certain.
Lengthy years can’t leave a mark!
For our shadows are eternal
On the Galernaya street arc.
Though my eyelids are half-closed now,
I can see you there again,
And in your hand, forever frozen,
Is my old unopened fan.
And because we had connected,
In that moment, blissful-hearted,
As the moon was resurrected
Up above the Summer Garden, —
I don’t need the anxious waiting
By some window full of spite,
And the agony of dating.
All my love is satisfied.
You and I, we’re free, meanwhile
Future bests the days gone by, —
By the Neva, dark and riled,
With the frigid frozen smile
Of the Emperor up high.","I
Вновь Исакий в облаченье
Из литого серебра.
Стынет в грозном нетерпенье
Конь Великого Петра.
Ветер душный и суровый
С чёрных труб сметает гарь…
Ах! своей столицей новой
Недоволен государь.
II
Сердце бьётся ровно, мерно.
Что мне долгие года!
Ведь под аркой на Галерной
Наши тени навсегда.
Сквозь опущенные веки
Вижу, вижу, ты со мной,
И в руке твоей навеки
Нераскрытый веер мой.
Оттого, что стали рядом
Мы в блаженный миг чудес,
В миг, когда над Летним садом
Месяц розовый воскрес, —
Мне не надо ожиданий
У постылого окна
И томительных свиданий.
Вся любовь утолена.
Ты свободен, я свободна,
Завтра лучше, чем вчера, —
Над Невою темноводной,
Под улыбкою холодной
Императора Петра.",https://ruverses.com/anna-akhmatova/verses-about-petersburg/2300/
"The Polish church’s lofty vaults
Are bluer than the skies…
O, merry boy, it’s all my fault,
I’ve brought you your demise. —
For all the roses from the garden,
For all you’ve written of,
For you, so dark and ardent,
Turned dull and pale from love.
I thought: it’s what you wanted —
Just like a grown-up might.
I thought that one so wanton
Could not be become your bride.
But it was all beyond repair.
And once the cold had come,
You’d follow, always, everywhere,
Already, seeming numb,
As if collecting there somehow
Signs of indifference. Please forgive me!
Why did you ever take the vow
To walk upon the path of grieving?
And death was reaching for you, pale...
What, then, became of you?
How fragile the throat, how frail
Under that collar of blue.
O, merry, cheerful boy, forgive,
My owlet, tormented outright!
O, it is just so hard to leave
This church for home tonight.","Высокие своды костела
Синей, чем небесная твердь...
Прости меня, мальчик веселый,
Что я принесла тебе смерть —
За розы с площадки круглой,
За глупые письма твои,
За то, что, дерзкий и смуглый,
Мутно бледнел от любви.
Я думала: ты нарочно —
Как взрослые хочешь быть.
Я думала: томно-порочных
Нельзя, как невест, любить.
Но все оказалось напрасно.
Когда пришли холода,
Следил ты уже бесстрастно
За мной везде и всегда.
Как будто копил приметы
Моей нелюбви. Прости!
Зачем ты принял обеты
Страдальческого пути?
И смерть к тебе руки простерла...
Скажи, что было потом?
Я не знала как хрупко горло
Под синим воротником.
Прости меня, мальчик веселый,
Совенок замученный мой!
Сегодня мне из костела
Так трудно уйти домой.",https://ruverses.com/anna-akhmatova/the-high-vault-is-bluer/4931/
"The darkest days of the year
Must become the most clear.
I can't find words to compare —
Your lips are so tender and dear.
Only to raise your eyes do not dare,
Keeping the life of me.
They're lighter than vials premier,
And deadlier for me.
I understand now, that we need no words,
The snowed branches are light, and more,
The birdcatcher, to catch birds,
Has laid nets on the rivershore.","Самые темные дни в году
Светлыми стать должны.
Я для сравнения слов не найду —
Так твои губы нежны.
Только глаза подымать не смей,
Жизнь мою храня.
Первых фиалок они светлей,
А смертельные для меня.
Вот, поняла, что не надо слов,
Оснеженные ветки легки…
Сети уже разостлал птицелов
На берегу реки.",https://ruverses.com/anna-akhmatova/december-9-1913/5531/
"The sun fills my room,
Yellow dust drifts aslant.
I wake up and remember:
This is your saint’s day.
That’s why even the snow
Outside my window is warm,
Why I, sleepless, have slept
Like a communicant.","Солнце комнату наполнило 
Пылью жёлтой и сквозной. 
Я проснулась и припомнила: 
Милый, нынче праздник твой. 
Оттого и оснежённая 
Даль за окнами тепла, 
Оттого и я, бессонная, 
Как причастница спала.",https://ruverses.com/anna-akhmatova/8th-november-1913/2487/
"Sunlight fills my room
With hot dust, lucent, grey.
I wake, and I remember:
Today is your saint’s day.
That’s why even the snow
Is warm beyond the window,
That’s why, sleeplessly,
Like a communicant, I slept.","Солнце комнату наполнило 
Пылью жёлтой и сквозной. 
Я проснулась и припомнила: 
Милый, нынче праздник твой. 
Оттого и оснежённая 
Даль за окнами тепла, 
Оттого и я, бессонная, 
Как причастница спала.",https://ruverses.com/anna-akhmatova/8th-november-1913/2129/
"Sunlight filled the room with splendor,
Yellow wafting dust fell near.
I woke up and I remembered
That today’s your name day, dear.
For this reason, blizzard-swept
Distances turned warm and grand
And I, in sleeplessness, have slept
Like a pleased communicant.","Солнце комнату наполнило 
Пылью жёлтой и сквозной. 
Я проснулась и припомнила: 
Милый, нынче праздник твой. 
Оттого и оснежённая 
Даль за окнами тепла, 
Оттого и я, бессонная, 
Как причастница спала.",https://ruverses.com/anna-akhmatova/8th-november-1913/4949/
"All year long you are close to me
And, like formerly, happy and young!
Aren't you tortured already
By the traumatized strings' dark song?
Those now only lightly moan
That once, taut, loudly rang
And aimlessly they are torn
By my dry, waxen hand.
Little is necessary to make happy
One who is tender and loving, yet
The young forehead is not disfigured 
By jealousy, rage or regret.
He is quiet, does not ask to be tender,
Only stares and stares at me
And with blissful smile does he bear
My oblivion's dreadful insanity.","Целый год ты со мной неразлучен,
А как прежде и весел и юн!
Неужели же ты не измучен
Смутной песней затравленных струн, —
Тех, что прежде, тугие, звенели,
А теперь только стонут слегка,
И моя их терзает без цели
Восковая, сухая рука…
Верно, мало для счастия надо
Тем, кто нежен и любит светло,
Что ни ревность, ни гнев, ни досада
Молодое не тронут чело.
Тихий, тихий, и ласки не просит,
Только долго глядит на меня
И с улыбкой блаженной выносит
Страшный бред моего забытья.",https://ruverses.com/anna-akhmatova/all-year-long-you-have-always-been-near-me/5533/
"All year long, you have always been near me,
Always joyful and young, all along!
Could it be that you haven’t grown weary
Of the suffering strings’ troubled song, —
Those, which used to be taut and loud,
And can now only moan slightly, spent,
They’re tormented and nearly worn-out
By my dry, waxen hand...
Not much’s needed for joy and elation,
When you’re gentle and loving in truth,
Neither jealousy, angst, nor vexation
Can perturb the brow of the youth.
He never asks for endearment, all quiet,
Only gazes at me all the time,
And he bears with a blissful smile
This distressing oblivion of mine.","Целый год ты со мной неразлучен,
А как прежде и весел и юн!
Неужели же ты не измучен
Смутной песней затравленных струн, —
Тех, что прежде, тугие, звенели,
А теперь только стонут слегка,
И моя их терзает без цели
Восковая, сухая рука…
Верно, мало для счастия надо
Тем, кто нежен и любит светло,
Что ни ревность, ни гнев, ни досада
Молодое не тронут чело.
Тихий, тихий, и ласки не просит,
Только долго глядит на меня
И с улыбкой блаженной выносит
Страшный бред моего забытья.",https://ruverses.com/anna-akhmatova/all-year-long-you-have-always-been-near-me/5008/
"An angel of God, who betrothed us
In secrecy, one winter morning,
Keeps his darkened eyes watching over
The life that we live sorrow-free.
That is why we love blue skies,
Cool fresh wind, and fragile air,
And the blackening tree branches
High above the cast-iron fences.
That is why we love this city —
Dark and stern, and full of water,
And we love our separations,
And brief moments when we meet.","Божий Ангел, зимним утром
Тайно обручивший нас,
С нашей жизни беспечальной
Глаз не сводит потемневших.
Оттого мы любим небо,
Тонкий воздух, свежий ветер
И чернеющие ветки
За оградою чугунной.
Оттого мы любим строгий,
Многоводный, темный город,
И разлуки наши любим,
И часы недолгих встреч.",https://ruverses.com/anna-akhmatova/an-angel-of-god-who-betrothed-us/5028/
"There the Archangel Michael
Has enrolled him in his host.
N. Gumilev.
You won’t hear from him any longer,
No more letters to save.
In the fire-embraced, doleful Poland,
You won’t find his grave.
Let your soul grow calm and composed,
No more loss in this war:
He’s a warrior now in God’s host,
Don’t despair anymore.
Know, it’s sinful to mourn him today,
In the comfort of home,
He’s a patron to whom you can pray,
And he’s one of your own.","Там Михаил Архистратиг
Его зачислил в рать свою.
Н. Гумилев
Вестей от него не получишь больше,
Не услышишь ты про него.
В объятой пожарами, скорбной Польше
Не найдешь могилы его.
Пусть дух твой станет тих и покоен,
Уже не будет потерь:
Он Божьего воинства новый воин,
О нем не грусти теперь.
И плакать грешно, и грешно томиться
В милом, родном дому.
Подумай, ты можешь теперь молиться
Заступнику своему.",https://ruverses.com/anna-akhmatova/comfort/5063/
"Divine angel, who betrothed us
Secretly on winter morn,
From our sadness-free existence 
Does not take his darkened eyes.
For this reason we love heavens,
And fresh wind, and air so thin, 
And the dark tree branches
Behind iron fence.
Therefore we love the strict,
Many-watered, and dark city,
And we love the parting,
And brief meetings' hour.","Божий Ангел, зимним утром
Тайно обручивший нас,
С нашей жизни беспечальной
Глаз не сводит потемневших.
Оттого мы любим небо,
Тонкий воздух, свежий ветер
И чернеющие ветки
За оградою чугунной.
Оттого мы любим строгий,
Многоводный, темный город,
И разлуки наши любим,
И часы недолгих встреч.",https://ruverses.com/anna-akhmatova/an-angel-of-god-who-betrothed-us/5545/
"Delightful, after all the wind and frost
to warm myself beside the fire;
but there I failed to guard my heart
and someone stole it in desire.
The New Year celebrations linger,
the roses' stems are soft and moist;
but in my breast no longer sings
the whirring of dragonflies' wings.
O, it's not hard to guess the thief:
I knew him straightway by his eyes.
My fear is that he'll come back soon
and return his purloined prize.","После ветра и мороза было 
Любо мне погреться у огня. 
Там за сердцем я не уследила,
И его украли у меня.
Новогодний праздник длится пышно,
Влажны стебли новогодних роз, 
А в груди моей уже не слышно 
Трепетания стрекоз.
Ах! не трудно угадать мне вора, 
Я его узнала по глазам. 
Только страшно так, что скоро, скоро 
Он вернет свою добычу сам.",https://ruverses.com/anna-akhmatova/delightful-after-all-the-wind-and-frost/1976/
